rs,lr,sr,alpha,aggregate,acc_train,kappa_train,acc_eval,kappa_eval,f1_weighted
1000,0.9,0.7,1.0,mean,0.7569444444444444,0.6759259259259259,0.6180555555555556,0.4907407407407407,0.5932763059384649
1000,0.9,0.7,1.0,concat,1.0,1.0,0.5763888888888888,0.43518518518518523,0.5582428608468402
1000,0.9,0.7,100.0,final,0.6145833333333334,0.48611111111111116,0.3923611111111111,0.18981481481481477,0.3816827267579661
1000,0.9,0.7,100.0,mean,0.65625,0.5416666666666667,0.5868055555555556,0.44907407407407407,0.5394501656552595
1000,0.9,0.7,100.0,concat,0.78125,0.7083333333333333,0.5590277777777778,0.4120370370370371,0.5215395354363452
1000,0.9,0.7,10000.0,final,0.4375,0.25,0.4097222222222222,0.2129629629629629,0.3507209214831405
1000,0.9,0.7,10000.0,mean,0.5868055555555556,0.44907407407407407,0.5868055555555556,0.44907407407407407,0.5195667619171854
1000,0.9,0.7,10000.0,concat,0.5555555555555556,0.40740740740740744,0.5520833333333334,0.4027777777777778,0.49578039098028726
1000,0.9,0.9,1.0,final,0.9965277777777778,0.9953703703703703,0.3611111111111111,0.14814814814814814,0.3600070418023438
1000,0.9,0.9,1.0,mean,0.7673611111111112,0.6898148148148149,0.6319444444444444,0.5092592592592593,0.6042170554985248
1000,0.9,0.9,1.0,concat,1.0,1.0,0.5451388888888888,0.3935185185185185,0.5286687557831732
1000,0.9,0.9,100.0,final,0.6840277777777778,0.5787037037037037,0.4131944444444444,0.21759259259259256,0.40600019784698854
1000,0.9,0.9,100.0,mean,0.6666666666666666,0.5555555555555556,0.5833333333333334,0.4444444444444444,0.536692592233637
1000,0.9,0.9,100.0,concat,0.8263888888888888,0.7685185185185185,0.5798611111111112,0.43981481481481477,0.5534943112964028
1000,0.9,0.9,10000.0,final,0.4409722222222222,0.25462962962962965,0.4201388888888889,0.22685185185185186,0.37465069687749714
1000,0.9,0.9,10000.0,mean,0.5902777777777778,0.4537037037037037,0.5868055555555556,0.44907407407407407,0.5208014094833595
1000,0.9,0.9,10000.0,concat,0.5625,0.41666666666666663,0.5381944444444444,0.3842592592592593,0.4935691368221089
1000,0.9,1.2,1.0,final,1.0,1.0,0.3298611111111111,0.10648148148148151,0.32545951756175046
1000,0.9,1.2,1.0,mean,0.8333333333333334,0.7777777777777778,0.6423611111111112,0.5231481481481481,0.6232784017302861
1000,0.9,1.2,1.0,concat,1.0,1.0,0.5173611111111112,0.3564814814814815,0.49456460190422824
1000,0.9,1.2,100.0,final,0.8263888888888888,0.7685185185185185,0.3958333333333333,0.19444444444444442,0.39226378207861756
1000,0.9,1.2,100.0,mean,0.6805555555555556,0.5740740740740741,0.6041666666666666,0.4722222222222222,0.5609984842743463
1000,0.9,1.2,100.0,concat,0.8993055555555556,0.8657407407407407,0.59375,0.45833333333333337,0.5715799248934853
1000,0.9,1.2,10000.0,final,0.4444444444444444,0.2592592592592593,0.4340277777777778,0.24537037037037035,0.3962814703005648
1000,0.9,1.2,10000.0,mean,0.6076388888888888,0.47685185185185186,0.5868055555555556,0.44907407407407407,0.5214543988475382
1000,0.9,1.2,10000.0,concat,0.5694444444444444,0.42592592592592593,0.5347222222222222,0.37962962962962965,0.4913085806789243
1000,0.9,1.5,1.0,final,1.0,1.0,0.34375,0.125,0.3444374455795256
1000,0.9,1.5,1.0,mean,0.8715277777777778,0.8287037037037037,0.6493055555555556,0.5324074074074074,0.6310808543082156
1000,0.9,1.5,1.0,concat,1.0,1.0,0.53125,0.375,0.5078791475402964
1000,0.9,1.5,100.0,final,0.9305555555555556,0.9074074074074074,0.3715277777777778,0.1620370370370371,0.3665440518312588
1000,0.9,1.5,100.0,mean,0.6944444444444444,0.5925925925925926,0.6006944444444444,0.46759259259259256,0.5618977126900947
1000,0.9,1.5,100.0,concat,0.9722222222222222,0.962962962962963,0.5729166666666666,0.4305555555555556,0.552611273554256
1000,0.9,1.5,10000.0,final,0.4930555555555556,0.32407407407407407,0.4479166666666667,0.26388888888888884,0.4056384447525257
1000,0.9,1.5,10000.0,mean,0.5972222222222222,0.4629629629629629,0.5902777777777778,0.4537037037037037,0.5176186441884637
1000,0.9,1.5,10000.0,concat,0.59375,0.45833333333333337,0.5625,0.41666666666666663,0.5201336502268015
1000,0.9,2.0,1.0,final,1.0,1.0,0.3715277777777778,0.1620370370370371,0.3720437000093077
1000,0.9,2.0,1.0,mean,0.9305555555555556,0.9074074074074074,0.6597222222222222,0.5462962962962963,0.6491578219279799
1000,0.9,2.0,1.0,concat,1.0,1.0,0.53125,0.375,0.5228795981607357
1000,0.9,2.0,100.0,final,0.9930555555555556,0.9907407407407407,0.4375,0.25,0.43640987547546894
1000,0.9,2.0,100.0,mean,0.7222222222222222,0.6296296296296297,0.6041666666666666,0.4722222222222222,0.5679620196151627
1000,0.9,2.0,100.0,concat,1.0,1.0,0.53125,0.375,0.5174185707340787
1000,0.9,2.0,10000.0,final,0.5277777777777778,0.37037037037037035,0.4618055555555556,0.28240740740740744,0.4303732435918089
1000,0.9,2.0,10000.0,mean,0.5972222222222222,0.4629629629629629,0.59375,0.45833333333333337,0.5213783900429986
1000,0.9,2.0,10000.0,concat,0.6284722222222222,0.5046296296296297,0.5416666666666666,0.38888888888888884,0.4936551963099999
1500,0.3,0.7,1.0,final,0.8958333333333334,0.8611111111111112,0.3888888888888889,0.18518518518518523,0.38866469066411674
1500,0.3,0.7,1.0,mean,0.7708333333333334,0.6944444444444444,0.6284722222222222,0.5046296296296297,0.6029274463512047
1500,0.3,0.7,1.0,concat,0.9583333333333334,0.9444444444444444,0.5902777777777778,0.4537037037037037,0.5747251557461294
1500,0.3,0.7,100.0,final,0.5902777777777778,0.4537037037037037,0.4236111111111111,0.2314814814814815,0.41267931710406636
1500,0.3,0.7,100.0,mean,0.6631944444444444,0.5509259259259259,0.5833333333333334,0.4444444444444444,0.5398868482264004
1500,0.3,0.7,100.0,concat,0.7777777777777778,0.7037037037037037,0.5972222222222222,0.4629629629629629,0.5744379058332547
1500,0.3,0.7,10000.0,final,0.4583333333333333,0.2777777777777778,0.4583333333333333,0.2777777777777778,0.38441169190977276
1500,0.3,0.7,10000.0,mean,0.5902777777777778,0.4537037037037037,0.5833333333333334,0.4444444444444444,0.5177120094606187
1500,0.3,0.7,10000.0,concat,0.5625,0.41666666666666663,0.5555555555555556,0.40740740740740744,0.48689996425718207
1500,0.3,0.9,1.0,final,0.96875,0.9583333333333334,0.4131944444444444,0.21759259259259256,0.4121094848694085
1500,0.3,0.9,1.0,mean,0.8055555555555556,0.7407407407407407,0.625,0.5,0.6000304481476408
1500,0.3,0.9,1.0,concat,0.9930555555555556,0.9907407407407407,0.5902777777777778,0.4537037037037037,0.5812026766726421
1500,0.3,0.9,100.0,final,0.6041666666666666,0.4722222222222222,0.4305555555555556,0.2407407407407407,0.42231321120118953
1500,0.3,0.9,100.0,mean,0.6770833333333334,0.5694444444444444,0.5763888888888888,0.43518518518518523,0.5277390998810597
1500,0.3,0.9,100.0,concat,0.7743055555555556,0.6990740740740741,0.5902777777777778,0.4537037037037037,0.5702189999080798
1500,0.3,0.9,10000.0,final,0.4652777777777778,0.2870370370370371,0.4652777777777778,0.2870370370370371,0.3957138133924325
1500,0.3,0.9,10000.0,mean,0.6006944444444444,0.46759259259259256,0.5798611111111112,0.43981481481481477,0.5150348836090342
1500,0.3,0.9,10000.0,concat,0.5729166666666666,0.4305555555555556,0.5763888888888888,0.43518518518518523,0.5101677269816771
1500,0.3,1.2,1.0,final,0.9965277777777778,0.9953703703703703,0.4270833333333333,0.23611111111111116,0.4261873674578146
1500,0.3,1.2,1.0,mean,0.8611111111111112,0.8148148148148149,0.6388888888888888,0.5185185185185186,0.6158977145216842
1500,0.3,1.2,1.0,concat,1.0,1.0,0.5972222222222222,0.4629629629629629,0.5901972825917006
1500,0.3,1.2,100.0,final,0.6666666666666666,0.5555555555555556,0.4270833333333333,0.23611111111111116,0.4219619019419152
1500,0.3,1.2,100.0,mean,0.7291666666666666,0.6388888888888888,0.6111111111111112,0.4814814814814815,0.5806991463787685
1500,0.3,1.2,100.0,concat,0.8472222222222222,0.7962962962962963,0.6006944444444444,0.46759259259259256,0.5825950068031516
1500,0.3,1.2,10000.0,final,0.4756944444444444,0.30092592592592593,0.46875,0.29166666666666663,0.4149979201041514
1500,0.3,1.2,10000.0,mean,0.6111111111111112,0.4814814814814815,0.5798611111111112,0.43981481481481477,0.5127091377091377
1500,0.3,1.2,10000.0,concat,0.6041666666666666,0.4722222222222222,0.5798611111111112,0.43981481481481477,0.512565023235426
1500,0.3,1.5,1.0,final,1.0,1.0,0.4305555555555556,0.2407407407407407,0.43087830949142064
1500,0.3,1.5,1.0,mean,0.9166666666666666,0.8888888888888888,0.6284722222222222,0.5046296296296297,0.6051742980968532
1500,0.3,1.5,1.0,concat,1.0,1.0,0.5798611111111112,0.43981481481481477,0.5741417664836088
1500,0.3,1.5,100.0,final,0.8159722222222222,0.7546296296296297,0.5,0.33333333333333337,0.49742721399517986
1500,0.3,1.5,100.0,mean,0.7361111111111112,0.6481481481481481,0.6041666666666666,0.4722222222222222,0.5733164721358699
1500,0.3,1.5,100.0,concat,0.9375,0.9166666666666666,0.6111111111111112,0.4814814814814815,0.5935547824683494
1500,0.3,1.5,10000.0,final,0.5,0.33333333333333337,0.4756944444444444,0.30092592592592593,0.4105404273146209
1500,0.3,1.5,10000.0,mean,0.6145833333333334,0.48611111111111116,0.5833333333333334,0.4444444444444444,0.519677768019996
1500,0.3,1.5,10000.0,concat,0.6388888888888888,0.5185185185185186,0.6041666666666666,0.4722222222222222,0.557464096749811
1500,0.3,2.0,1.0,final,1.0,1.0,0.4375,0.25,0.43750711549360927
1500,0.3,2.0,1.0,mean,0.9826388888888888,0.9768518518518519,0.6458333333333334,0.5277777777777778,0.6251031947873719
1500,0.3,2.0,1.0,concat,1.0,1.0,0.5972222222222222,0.4629629629629629,0.5884886718220051
1500,0.3,2.0,100.0,final,0.9444444444444444,0.9259259259259259,0.5,0.33333333333333337,0.5011366806652199
1500,0.3,2.0,100.0,mean,0.7673611111111112,0.6898148148148149,0.6354166666666666,0.5138888888888888,0.6119780151478827
1500,0.3,2.0,100.0,concat,0.9722222222222222,0.962962962962963,0.625,0.5,0.6133074503910272
1500,0.3,2.0,10000.0,final,0.5625,0.41666666666666663,0.4756944444444444,0.30092592592592593,0.42943102399770555
1500,0.3,2.0,10000.0,mean,0.6284722222222222,0.5046296296296297,0.5868055555555556,0.44907407407407407,0.5246931601980718
1500,0.3,2.0,10000.0,concat,0.6666666666666666,0.5555555555555556,0.5868055555555556,0.44907407407407407,0.5270824616473114
1500,0.6,0.7,1.0,final,0.9652777777777778,0.9537037037037037,0.3611111111111111,0.14814814814814814,0.3611202835196124
1500,0.6,0.7,1.0,mean,0.7638888888888888,0.6851851851851851,0.6319444444444444,0.5092592592592593,0.609812716940703
1500,0.6,0.7,1.0,concat,1.0,1.0,0.5659722222222222,0.4212962962962963,0.5425696167312017
1500,0.6,0.7,100.0,final,0.5833333333333334,0.4444444444444444,0.4270833333333333,0.23611111111111116,0.4223578471109579
1500,0.6,0.7,100.0,mean,0.6631944444444444,0.5509259259259259,0.5798611111111112,0.43981481481481477,0.5342050300445822
1500,0.6,0.7,100.0,concat,0.7743055555555556,0.6990740740740741,0.5868055555555556,0.44907407407407407,0.5577372104546018
1500,0.6,0.7,10000.0,final,0.4444444444444444,0.2592592592592593,0.4409722222222222,0.25462962962962965,0.38247738087187627
1500,0.6,0.7,10000.0,mean,0.5868055555555556,0.44907407407407407,0.5972222222222222,0.4629629629629629,0.5310798939662749
1500,0.6,0.7,10000.0,concat,0.5486111111111112,0.39814814814814814,0.5381944444444444,0.3842592592592593,0.480927458617332
1500,0.6,0.9,1.0,final,1.0,1.0,0.3784722222222222,0.17129629629629628,0.3778137838823301
1500,0.6,0.9,1.0,mean,0.7916666666666666,0.7222222222222222,0.6319444444444444,0.5092592592592593,0.6087567057067451
1500,0.6,0.9,1.0,concat,1.0,1.0,0.59375,0.45833333333333337,0.5743737957610789
1500,0.6,0.9,100.0,final,0.6597222222222222,0.5462962962962963,0.4305555555555556,0.2407407407407407,0.42586731504496306
1500,0.6,0.9,100.0,mean,0.6770833333333334,0.5694444444444444,0.5833333333333334,0.4444444444444444,0.5368558970377563
1500,0.6,0.9,100.0,concat,0.8125,0.75,0.5833333333333334,0.4444444444444444,0.5591975806313862
1500,0.6,0.9,10000.0,final,0.4444444444444444,0.2592592592592593,0.4409722222222222,0.25462962962962965,0.38218873552634786
1500,0.6,0.9,10000.0,mean,0.5972222222222222,0.4629629629629629,0.5833333333333334,0.4444444444444444,0.518390550597175
1500,0.6,0.9,10000.0,concat,0.5694444444444444,0.42592592592592593,0.5590277777777778,0.4120370370370371,0.4964363153581325
1500,0.6,1.2,1.0,final,1.0,1.0,0.3333333333333333,0.11111111111111116,0.3330002537749016
1500,0.6,1.2,1.0,mean,0.8645833333333334,0.8194444444444444,0.6388888888888888,0.5185185185185186,0.6173503034214504
1500,0.6,1.2,1.0,concat,1.0,1.0,0.5625,0.41666666666666663,0.5501450120364848
1500,0.6,1.2,100.0,final,0.7951388888888888,0.7268518518518519,0.4270833333333333,0.23611111111111116,0.42353857380594695
1500,0.6,1.2,100.0,mean,0.7083333333333334,0.6111111111111112,0.59375,0.45833333333333337,0.5525150288308183
1500,0.6,1.2,100.0,concat,0.8854166666666666,0.8472222222222222,0.5798611111111112,0.43981481481481477,0.559191857345738
1500,0.6,1.2,10000.0,final,0.4548611111111111,0.27314814814814814,0.4444444444444444,0.2592592592592593,0.38889208224194083
1500,0.6,1.2,10000.0,mean,0.6041666666666666,0.4722222222222222,0.5833333333333334,0.4444444444444444,0.5175148841291302
1500,0.6,1.2,10000.0,concat,0.6111111111111112,0.4814814814814815,0.5590277777777778,0.4120370370370371,0.5010296316096904
1500,0.6,1.5,1.0,final,1.0,1.0,0.3194444444444444,0.09259259259259256,0.32192211404342336
1500,0.6,1.5,1.0,mean,0.9131944444444444,0.8842592592592593,0.6319444444444444,0.5092592592592593,0.6075783102847981
1500,0.6,1.5,1.0,concat,1.0,1.0,0.5277777777777778,0.37037037037037035,0.5045258197242352
1500,0.6,1.5,100.0,final,0.90625,0.875,0.40625,0.20833333333333337,0.4051731872140698
1500,0.6,1.5,100.0,mean,0.7395833333333334,0.6527777777777778,0.6006944444444444,0.46759259259259256,0.5650798041179088
1500,0.6,1.5,100.0,concat,0.9652777777777778,0.9537037037037037,0.6041666666666666,0.4722222222222222,0.5806100299029396
1500,0.6,1.5,10000.0,final,0.46875,0.29166666666666663,0.4548611111111111,0.27314814814814814,0.41057937748164935
1500,0.6,1.5,10000.0,mean,0.6076388888888888,0.47685185185185186,0.5798611111111112,0.43981481481481477,0.5084481639862568
1500,0.6,1.5,10000.0,concat,0.6215277777777778,0.49537037037037035,0.5798611111111112,0.43981481481481477,0.5291283033931256
1500,0.6,2.0,1.0,final,1.0,1.0,0.3576388888888889,0.1435185185185185,0.3559412187592885
1500,0.6,2.0,1.0,mean,0.96875,0.9583333333333334,0.6388888888888888,0.5185185185185186,0.6166626034515943
1500,0.6,2.0,1.0,concat,1.0,1.0,0.5694444444444444,0.42592592592592593,0.5621362647299496
1500,0.6,2.0,100.0,final,0.9965277777777778,0.9953703703703703,0.3993055555555556,0.19907407407407407,0.39873986398147465
1500,0.6,2.0,100.0,mean,0.7673611111111112,0.6898148148148149,0.6006944444444444,0.46759259259259256,0.567567638261214
1500,0.6,2.0,100.0,concat,1.0,1.0,0.6006944444444444,0.46759259259259256,0.5883169934640523
1500,0.6,2.0,10000.0,final,0.5277777777777778,0.37037037037037035,0.46875,0.29166666666666663,0.43200468618146
1500,0.6,2.0,10000.0,mean,0.6145833333333334,0.48611111111111116,0.59375,0.45833333333333337,0.5351777770351713
1500,0.6,2.0,10000.0,concat,0.6666666666666666,0.5555555555555556,0.5972222222222222,0.4629629629629629,0.5489254730863701
1500,0.9,0.7,1.0,final,0.9965277777777778,0.9953703703703703,0.3611111111111111,0.14814814814814814,0.3613968399686962
1500,0.9,0.7,1.0,mean,0.7673611111111112,0.6898148148148149,0.6215277777777778,0.49537037037037035,0.5976180795982461
1500,0.9,0.7,1.0,concat,1.0,1.0,0.5416666666666666,0.38888888888888884,0.5189615407717008
1500,0.9,0.7,100.0,final,0.65625,0.5416666666666667,0.3993055555555556,0.19907407407407407,0.3905309759012241
1500,0.9,0.7,100.0,mean,0.6597222222222222,0.5462962962962963,0.5763888888888888,0.43518518518518523,0.5270285844936354
1500,0.9,0.7,100.0,concat,0.7743055555555556,0.6990740740740741,0.5659722222222222,0.4212962962962963,0.5325431921020157
1500,0.9,0.7,10000.0,final,0.4236111111111111,0.2314814814814815,0.4131944444444444,0.21759259259259256,0.36269501366387236
1500,0.9,0.7,10000.0,mean,0.59375,0.45833333333333337,0.5972222222222222,0.4629629629629629,0.5323290172287781
1500,0.9,0.7,10000.0,concat,0.5625,0.41666666666666663,0.5659722222222222,0.4212962962962963,0.5124633269362273
1500,0.9,0.9,1.0,final,1.0,1.0,0.3680555555555556,0.15740740740740744,0.3690348521899333
1500,0.9,0.9,1.0,mean,0.7951388888888888,0.7268518518518519,0.6388888888888888,0.5185185185185186,0.6218956554953997
1500,0.9,0.9,1.0,concat,1.0,1.0,0.5625,0.41666666666666663,0.5430152396017366
1500,0.9,0.9,100.0,final,0.7604166666666666,0.6805555555555556,0.3888888888888889,0.18518518518518523,0.3842888703431253
1500,0.9,0.9,100.0,mean,0.6701388888888888,0.5601851851851851,0.5798611111111112,0.43981481481481477,0.5311300409826749
1500,0.9,0.9,100.0,concat,0.8645833333333334,0.8194444444444444,0.5729166666666666,0.4305555555555556,0.5435247616833294
1500,0.9,0.9,10000.0,final,0.4305555555555556,0.2407407407407407,0.4305555555555556,0.2407407407407407,0.3896118570739013
1500,0.9,0.9,10000.0,mean,0.5972222222222222,0.4629629629629629,0.5868055555555556,0.44907407407407407,0.5214543988475382
1500,0.9,0.9,10000.0,concat,0.5868055555555556,0.44907407407407407,0.5486111111111112,0.39814814814814814,0.5067303139084416
1500,0.9,1.2,1.0,final,1.0,1.0,0.3541666666666667,0.13888888888888884,0.3543223324289546
1500,0.9,1.2,1.0,mean,0.8506944444444444,0.8009259259259259,0.6284722222222222,0.5046296296296297,0.6051391545577592
1500,0.9,1.2,1.0,concat,1.0,1.0,0.5486111111111112,0.39814814814814814,0.5391944941363546
1500,0.9,1.2,100.0,final,0.9131944444444444,0.8842592592592593,0.40625,0.20833333333333337,0.4044068788858616
1500,0.9,1.2,100.0,mean,0.6770833333333334,0.5694444444444444,0.5902777777777778,0.4537037037037037,0.5445946487898272
1500,0.9,1.2,100.0,concat,0.9513888888888888,0.9351851851851852,0.6006944444444444,0.46759259259259256,0.5810656590028661
1500,0.9,1.2,10000.0,final,0.4548611111111111,0.27314814814814814,0.4236111111111111,0.2314814814814815,0.37729215229215224
1500,0.9,1.2,10000.0,mean,0.5902777777777778,0.4537037037037037,0.5902777777777778,0.4537037037037037,0.5240238856328943
1500,0.9,1.2,10000.0,concat,0.6111111111111112,0.4814814814814815,0.5694444444444444,0.42592592592592593,0.5328567400730363
1500,0.9,1.5,1.0,final,1.0,1.0,0.375,0.16666666666666663,0.3753637822130973
1500,0.9,1.5,1.0,mean,0.9097222222222222,0.8796296296296297,0.6354166666666666,0.5138888888888888,0.6129097228566085
1500,0.9,1.5,1.0,concat,1.0,1.0,0.5069444444444444,0.34259259259259256,0.4961904499944989
1500,0.9,1.5,100.0,final,0.9791666666666666,0.9722222222222222,0.4166666666666667,0.2222222222222222,0.4150200980336899
1500,0.9,1.5,100.0,mean,0.7291666666666666,0.6388888888888888,0.5972222222222222,0.4629629629629629,0.557918330848769
1500,0.9,1.5,100.0,concat,1.0,1.0,0.5486111111111112,0.39814814814814814,0.5267900357294738
1500,0.9,1.5,10000.0,final,0.5243055555555556,0.3657407407407407,0.4583333333333333,0.2777777777777778,0.4263154348373461
1500,0.9,1.5,10000.0,mean,0.6180555555555556,0.4907407407407407,0.5833333333333334,0.4444444444444444,0.5166435584411934
1500,0.9,1.5,10000.0,concat,0.625,0.5,0.5798611111111112,0.43981481481481477,0.5464358938151519
1500,0.9,2.0,1.0,final,1.0,1.0,0.3993055555555556,0.19907407407407407,0.39692004274639203
1500,0.9,2.0,1.0,mean,0.9548611111111112,0.9398148148148148,0.6527777777777778,0.537037037037037,0.638692072290076
1500,0.9,2.0,1.0,concat,1.0,1.0,0.5416666666666666,0.38888888888888884,0.5251026688786701
1500,0.9,2.0,100.0,final,1.0,1.0,0.4479166666666667,0.26388888888888884,0.44679892444438035
1500,0.9,2.0,100.0,mean,0.7361111111111112,0.6481481481481481,0.6006944444444444,0.46759259259259256,0.5630876205558408
1500,0.9,2.0,100.0,concat,1.0,1.0,0.5729166666666666,0.4305555555555556,0.5589806315224881
1500,0.9,2.0,10000.0,final,0.5486111111111112,0.39814814814814814,0.4444444444444444,0.2592592592592593,0.4233221079995274
1500,0.9,2.0,10000.0,mean,0.6111111111111112,0.4814814814814815,0.5868055555555556,0.44907407407407407,0.5205658521447994
1500,0.9,2.0,10000.0,concat,0.6701388888888888,0.5601851851851851,0.5763888888888888,0.43518518518518523,0.5352043696661739
